track_id,artist,title,base_strength,emo,popularity,hachijo_fit,oddity,stickiness,volatility,enabled,release_year,freshness_bonus
369,bonobos,Beautiful,80,82,36,73,53,71,62,1,,0.0
370,SAKEROCK,ホニャララ,72,94,37,64,55,77,51,1,,0.0
371,ピチカート・ファイヴ,ベイビィ・ポータブル・ロック,72,83,35,70,44,81,60,1,,0.0
372,フリッパーズ・ギター,"Young, Alive, in Love",76,76,49,79,51,78,50,1,,0.0
373,小沢健二,ある光,79,82,51,80,55,77,59,1,,0.0
374,Cornelius,If You're Here,78,86,44,72,53,80,60,1,,0.0
375,カヒミ・カリィ,Good Morning World,80,81,40,72,39,73,51,1,,0.0
376,ORIGINAL LOVE,プライマル,79,77,49,67,51,79,58,1,,0.0
377,Fishmans,ナイトクルージング,77,84,45,78,49,76,48,1,,0.0
378,サニーデイ・サービス,恋におちたら,71,74,49,80,47,73,65,1,,0.0
379,UA,悲しみジョニー,81,78,47,77,52,72,66,1,,0.0
380,Chara,Junior Sweet,78,77,47,69,55,82,48,1,,0.0
381,My Little Lover,白いカイト,79,77,54,71,45,76,54,1,,0.0
382,キリンジ,雨は毛布のように,69,80,39,60,49,74,61,1,,0.0
383,くるり,ハイウェイ,72,86,41,74,48,68,56,1,,0.0
384,フジファブリック,赤黄色の金木犀,76,90,51,75,50,70,54,1,,0.0
385,SUPERCAR,YUMEGIWA LAST BOY,73,82,42,80,43,62,57,1,,0.0
386,NUMBER GIRL,鉄風 鋭くなって,78,94,46,70,51,73,46,1,,0.0
387,ASIAN KUNG-FU GENERATION,海岸通り,72,94,39,67,53,62,66,1,,0.0
388,BUMP OF CHICKEN,スノースマイル,78,76,36,79,45,79,64,1,,0.0
389,ハナレグミ,音タイム,77,91,42,63,58,75,52,1,,0.0
390,東京事変,閃光少女,70,82,42,69,44,80,58,1,,0.0
391,椎名林檎,正しい街,74,94,53,75,44,80,51,1,,0.0
392,サンボマスター,青春狂騒曲,68,93,52,62,50,67,66,1,,0.0
393,レミオロメン,雨上がり,73,88,49,71,53,69,53,1,,0.0
394,チャットモンチー,シャングリラ,73,91,42,62,40,65,59,1,,0.0
395,GO!GO!7188,C7,79,77,46,77,57,62,59,1,,0.0
396,Polaris,季節,73,88,35,79,44,68,52,1,,0.0
397,GRAPEVINE,白日,76,94,38,61,40,80,50,1,,0.0
398,Cymbals,午前8時の脱走計画,71,79,43,73,45,80,54,1,,0.0
399,advantage Lucy,Sunny,71,76,51,72,58,64,49,1,,0.0
400,Spangle call Lilli line,ice track,79,81,44,62,46,82,55,1,,0.0
401,空気公団,青い花,74,75,37,77,43,79,60,1,,0.0
402,ROUND TABLE,Every Every Every,78,92,39,63,43,68,63,1,,0.0
403,the pillows,ストレンジ カメレオン,72,83,37,63,58,81,47,1,,0.0
404,eastern youth,青すぎる空,70,75,35,67,40,63,57,1,,0.0
405,bloodthirsty butchers,7月,73,82,35,64,46,79,58,1,,0.0
406,BEAT CRUSADERS,"TONIGHT,TONIGHT,TONIGHT",69,76,40,60,52,72,59,1,,0.0
407,ACIDMAN,ある証明,78,91,50,62,57,68,49,1,,0.0
408,ART-SCHOOL,あと10秒で,69,74,37,61,57,77,54,1,,0.0
409,LOST IN TIME,花,72,87,49,77,40,64,46,1,,0.0
410,Syrup16g,Reborn,79,91,55,68,43,75,60,1,,0.0
411,GOING UNDER GROUND,同じ月を見てた,79,83,38,75,57,66,48,1,,0.0
412,フラワーカンパニーズ,吐きたくなるほど愛されたい,78,93,54,62,46,67,59,1,,0.0
413,スネオヘアー,ストライク,81,82,50,79,39,62,50,1,,0.0
414,曽我部恵一,LOVE-SICK,79,94,35,80,48,64,54,1,,0.0
415,bonobos,Standing There ～いま、そこに行くよ～,81,91,43,71,41,73,58,1,,0.0
416,YOUR SONG IS GOOD,WALKIN' WALKIN',77,80,48,69,43,68,52,1,,0.0
417,SAKEROCK,会社員,76,78,49,80,52,66,53,1,,0.0
418,ピチカート・ファイヴ,陽の当たる大通り,75,88,54,79,56,67,46,1,,0.0
419,フリッパーズ・ギター,Friends Again,74,78,35,78,56,78,50,1,,0.0
420,小沢健二,今夜はブギー・バック,76,87,52,75,38,77,56,1,,0.0
421,Cornelius,Point of View Point,68,78,50,66,56,81,64,1,,0.0
422,カヒミ・カリィ,Tiny King Kong,78,76,36,76,39,65,63,1,,0.0
423,ORIGINAL LOVE,月の裏で会いましょう,73,85,53,75,54,77,48,1,,0.0
424,Fishmans,Weather Report,74,87,46,79,51,67,61,1,,0.0
425,サニーデイ・サービス,白い恋人,81,94,49,77,42,63,64,1,,0.0
426,UA,ミルクティー,71,79,38,70,58,76,66,1,,0.0
427,YEN TOWN BAND,Swallowtail Butterfly~あいのうた~,73,87,53,67,45,69,51,1,,0.0
428,My Little Lover,DESTINY,71,79,40,68,40,65,62,1,,0.0
429,キリンジ,双子座グラフィティ,78,93,38,74,41,78,54,1,,0.0
430,くるり,ワールズエンド・スーパーノヴァ,74,74,46,68,38,66,50,1,,0.0
431,フジファブリック,陽炎,77,81,54,61,43,78,62,1,,0.0
432,SUPERCAR,cream soda,75,90,53,73,49,79,66,1,,0.0
433,NUMBER GIRL,SAMURAI,68,82,36,63,55,80,57,1,,0.0
434,ASIAN KUNG-FU GENERATION,ソラニン,71,80,41,72,57,80,65,1,,0.0
435,BUMP OF CHICKEN,K,80,80,55,70,57,78,60,1,,0.0
436,ハナレグミ,光と影,79,93,43,62,45,79,65,1,,0.0
437,東京事変,能動的三分間,70,74,45,70,54,69,59,1,,0.0
438,椎名林檎,ギブス,68,82,36,70,47,72,57,1,,0.0
439,サンボマスター,できっこないを やらなくちゃ,74,75,40,75,58,79,49,1,,0.0
440,レミオロメン,3月9日,78,90,37,74,42,67,50,1,,0.0
441,チャットモンチー,恋愛スピリッツ,77,94,47,68,51,68,59,1,,0.0
442,GO!GO!7188,ジェットにんぢん,73,93,51,61,41,68,54,1,,0.0
443,clammbon,便箋歌,76,89,48,70,58,63,60,1,,0.0
444,GRAPEVINE,風待ち,71,76,44,68,55,79,49,1,,0.0
445,Cymbals,My Brave Face,74,80,42,67,46,80,46,1,,0.0
446,advantage Lucy,メトロ,72,79,44,76,41,71,63,1,,0.0
447,Spangle call Lilli line,cast a spell on her,79,78,50,74,55,63,65,1,,0.0
448,空気公団,うつろいゆく街で,70,79,50,68,43,82,55,1,,0.0
449,ROUND TABLE,Bossa Rossa,73,89,38,74,43,65,55,1,,0.0
450,the pillows,LITTLE BUSTERS,75,94,53,73,44,67,63,1,,0.0
451,WANDS,Secret Night ～It's My Treat～,73,74,85,68,30,84,72,1,,0.0
452,大黒摩季,Harlem Night,82,72,94,63,44,67,56,0,,0.0
453,LINDBERG,清く正しく行こう,76,66,84,67,33,65,63,1,,0.0
454,爆風スランプ,月光,82,76,92,66,32,66,58,0,,0.0
455,ZARD,IN MY ARMS TONIGHT,75,76,80,56,42,71,67,1,,0.0
456,FIELD OF VIEW,突然,75,70,83,58,44,71,70,1,,0.0
457,DEEN,翼を広げて,74,74,87,63,33,79,58,1,,0.0
458,T-BOLAN,すれ違いの純情,79,69,86,48,48,76,59,0,,0.0
459,B'z,MOTEL,74,76,84,63,38,85,68,1,,0.0
460,Mr.Children,CROSS ROAD,68,77,77,60,45,82,72,1,,0.0
461,スピッツ,裸のままで,77,68,88,56,38,66,53,1,,0.0
462,サザンオールスターズ,エロティカ・セブン,66,59,74,58,39,85,62,1,,0.0
463,JUDY AND MARY,BLUE TEARS,77,73,89,55,34,69,63,1,,0.0
464,THE YELLOW MONKEY,JAM,73,72,77,54,46,65,60,1,,0.0
465,L'Arc～en～Ciel,metropolis,77,66,91,50,31,79,71,1,,0.0
466,GLAY,Freeze My Love,83,63,92,57,47,76,73,0,,0.0
467,LUNA SEA,ROSIER,78,73,80,55,37,79,60,1,,0.0
468,X JAPAN,DAHLIA,75,73,85,58,42,80,54,1,,0.0
469,hide with Spread Beaver,ROCKET DIVE,77,76,84,63,43,78,60,1,,0.0
470,TM NETWORK,69/99,76,74,91,68,48,75,68,0,,0.0
471,TRF,masquerade,74,77,84,67,46,82,73,1,,0.0
472,globe,FREEDOM,73,70,77,57,39,84,55,1,,0.0
473,Every Little Thing,Shapes Of Love,77,72,90,66,33,69,69,1,,0.0
474,PUFFY,アジアの純真,75,79,77,49,44,68,65,1,,0.0
475,ウルフルズ,大阪ストラット,77,59,89,49,46,78,53,1,,0.0
476,シャ乱Q,上・京・物・語,75,68,82,57,44,79,59,1,,0.0
477,KAN,東京ライフ,74,66,77,51,31,85,62,1,,0.0
478,槇原敬之,Hungry Spider,73,65,91,58,44,70,54,1,,0.0
479,山崎まさよし,中華料理,74,79,91,53,34,78,69,1,,0.0
480,斉藤和義,幸福な朝食 退屈な夕食,73,63,85,60,32,75,70,1,,0.0
481,奥田民生,愛のために,83,75,83,57,34,67,73,1,,0.0
482,UNICORN,すばらしい日々,82,73,92,49,33,74,73,1,,0.0
483,THE BLUE HEARTS,月の爆撃機,72,64,74,54,48,72,58,1,,0.0
484,THE HIGH-LOWS,日曜日よりの使者,78,78,81,48,32,81,63,1,,0.0
485,JUN SKY WALKER(S),START,73,65,78,48,32,79,72,1,,0.0
486,REBECCA,MOON,71,59,75,57,48,73,54,1,,0.0
487,PRINCESS PRINCESS,OH YEAH!,72,77,86,65,40,79,64,1,,0.0
488,渡辺美里,BELIEVE,75,59,83,54,31,69,66,1,,0.0
489,小泉今日子,Fade Out,78,75,92,62,42,80,62,0,,0.0
490,森高千里,渡良瀬橋,78,79,80,60,29,72,64,1,,0.0
491,米米CLUB,sure danse,70,74,74,57,38,66,57,1,,0.0
492,CHAGE and ASKA,WALK,72,72,87,60,40,70,58,1,,0.0
493,DREAMS COME TRUE,眼鏡越しの空,76,73,94,64,45,66,58,1,,0.0
494,久保田利伸,流星のサドル,72,79,88,63,28,73,54,1,,0.0
495,MISIA,つつみ込むように…,83,62,84,50,44,74,69,1,,0.0
496,宇多田ヒカル,Letters,82,60,92,58,34,78,69,0,,0.0
497,浜崎あゆみ,WHATEVER,79,67,88,49,42,84,53,1,,0.0
498,安室奈美恵,CAN YOU CELEBRATE?,66,62,77,62,41,79,58,1,,0.0
499,SPEED,White Love,74,70,74,57,48,71,64,1,,0.0
500,モーニング娘。,Memory 青春の光,81,73,94,58,43,75,60,0,,0.0
501,ポルノグラフィティ,ヒトリノ夜,77,72,92,57,37,71,59,1,,0.0
502,Do As Infinity,Oasis,81,77,89,58,29,78,65,0,,0.0
503,hitomi,by myself,82,66,83,60,33,80,54,0,,0.0
504,the brilliant green,There will be love there -愛のある場所-,82,62,80,68,36,69,70,1,,0.0
505,Tommy february6,EVERYDAY AT THE BUS STOP,76,77,76,64,33,68,73,1,,0.0
506,Luminous Orange,walkblind,81,59,87,61,38,71,62,1,,0.0
507,aiko,カブトムシ,74,75,78,66,30,67,58,1,,0.0
508,矢井田瞳,My Sweet Darlin',81,79,85,64,33,68,54,1,,0.0
509,夏川りみ,涙そうそう,82,76,92,51,32,68,61,1,,0.0
510,BEGIN,島人ぬ宝,78,70,86,60,46,81,66,1,,0.0
511,THE BOOM,中央線,78,66,92,64,34,77,59,1,,0.0
512,TUBE,シーズン・イン・ザ・サン,77,60,89,57,30,67,70,1,,0.0
513,WANDS,世界が終るまでは…,80,74,88,57,36,65,73,1,,0.0
514,大黒摩季,夏が来る,66,68,78,48,40,69,73,1,,0.0
515,LINDBERG,BELIEVE IN LOVE,80,77,88,50,42,72,56,1,,0.0
516,爆風スランプ,大きな玉ねぎの下で,79,77,92,68,28,67,63,1,,0.0
517,ZARD,揺れる想い,79,70,81,61,41,68,67,1,,0.0
518,FIELD OF VIEW,DAN DAN 心魅かれてく,71,68,75,55,46,81,61,1,,0.0
519,DEEN,瞳そらさないで,76,79,93,58,48,74,56,1,,0.0
520,T-BOLAN,じれったい愛,78,78,87,53,32,83,59,1,,0.0
521,B'z,裸足の女神,80,76,91,54,47,67,55,1,,0.0
522,Mr.Children,Tomorrow never knows,70,78,74,63,37,81,59,1,,0.0
523,スピッツ,渚,79,63,87,61,34,72,60,1,,0.0
524,サザンオールスターズ,希望の轍,77,72,85,63,48,78,53,1,,0.0
525,JUDY AND MARY,そばかす,80,69,89,65,31,75,72,1,,0.0
526,THE YELLOW MONKEY,SPARK,73,70,78,51,41,66,59,1,,0.0
527,L'Arc～en～Ciel,虹,66,77,74,58,35,78,53,1,,0.0
528,GLAY,HOWEVER,78,78,82,51,46,76,59,1,,0.0
529,LUNA SEA,TRUE BLUE,82,75,94,48,47,71,67,1,,0.0
530,X JAPAN,Rusty Nail,82,70,92,48,41,65,59,1,,0.0
531,hide with Spread Beaver,ピンク スパイダー,73,60,74,50,44,74,67,1,,0.0
532,TM NETWORK,BEYOND THE TIME,75,69,74,58,36,77,63,1,,0.0
533,TRF,survival dAnce ～no no cry more～,76,72,89,63,40,84,71,1,,0.0
534,globe,Feel Like dance,73,64,78,49,38,68,59,1,,0.0
535,Every Little Thing,For the moment,75,78,74,53,32,75,59,1,,0.0
536,PUFFY,これが私の生きる道,79,78,85,62,31,67,73,1,,0.0
537,ウルフルズ,ガッツだぜ!!,76,71,75,48,35,80,61,1,,0.0
538,シャ乱Q,ズルい女,68,75,76,56,41,84,55,1,,0.0
539,KAN,まゆみ,80,69,89,51,42,84,63,1,,0.0
540,槇原敬之,もう恋なんてしない,79,75,87,51,29,76,63,1,,0.0
541,山崎まさよし,セロリ,80,65,91,66,47,75,66,1,,0.0
542,斉藤和義,歩いて帰ろう,83,60,87,58,44,77,70,1,,0.0
543,奥田民生,さすらい,80,79,84,50,29,77,72,1,,0.0
544,UNICORN,大迷惑,81,74,92,68,29,69,66,1,,0.0
545,THE BLUE HEARTS,TRAIN-TRAIN,82,60,94,62,46,75,59,1,,0.0
546,THE HIGH-LOWS,青春,69,69,76,58,35,76,73,1,,0.0
547,JUN SKY WALKER(S),すてきな夜空,78,78,91,65,28,78,66,1,,0.0
548,REBECCA,RASPBERRY DREAM,81,63,81,57,28,82,63,1,,0.0
549,PRINCESS PRINCESS,Diamonds,65,69,75,61,39,77,64,1,,0.0
550,渡辺美里,10 years,78,65,81,55,29,78,71,1,,0.0
551,小泉今日子,木枯しに抱かれて,79,78,84,48,28,83,57,1,,0.0
552,森高千里,雨,76,76,89,65,37,81,53,1,,0.0
553,米米CLUB,君がいるだけで,77,69,82,66,42,65,68,1,,0.0
554,CHAGE and ASKA,YAH YAH YAH,78,60,82,55,48,72,53,1,,0.0
555,DREAMS COME TRUE,LOVE LOVE LOVE,77,74,76,68,28,85,53,1,,0.0
556,久保田利伸,Missing,75,59,89,58,45,67,56,1,,0.0
557,MISIA,Everything,75,71,89,57,31,68,64,1,,0.0
558,宇多田ヒカル,First Love,78,79,82,58,34,74,61,1,,0.0
559,浜崎あゆみ,appears,79,61,82,64,47,74,67,1,,0.0
560,安室奈美恵,SWEET 19 BLUES,78,68,80,51,39,67,73,1,,0.0
561,SPEED,my graduation,78,76,82,48,30,68,54,1,,0.0
562,モーニング娘。,恋愛レボリューション21,78,69,83,61,31,78,59,1,,0.0
563,ポルノグラフィティ,サウダージ,78,79,87,61,46,71,70,1,,0.0
564,Do As Infinity,Yesterday & Today,77,73,94,57,46,72,58,1,,0.0
565,hitomi,CANDY GIRL,83,61,84,58,35,80,66,1,,0.0
566,the brilliant green,冷たい花,78,71,86,56,48,80,54,1,,0.0
567,Tommy february6,je t'aime ★ je t'aime,70,70,79,66,47,66,59,1,,0.0
568,54-71,Life,80,63,88,66,35,81,55,1,,0.0
569,aiko,花火,81,70,92,68,42,67,64,1,,0.0
570,矢井田瞳,Look Back Again,68,72,77,56,47,83,69,1,,0.0
571,夏川りみ,童神～ヤマトグチ～,71,64,78,62,43,71,67,1,,0.0
572,BEGIN,恋しくて,79,65,82,67,31,82,56,1,,0.0
573,THE BOOM,風になりたい,82,72,86,52,31,82,56,1,,0.0
574,TUBE,夏を待ちきれなくて,75,73,76,56,38,78,57,1,,0.0
575,WANDS,もっと強く抱きしめたなら,76,77,75,50,30,69,58,1,,0.0
576,大黒摩季,あなただけ見つめてる,81,75,89,55,47,67,68,1,,0.0
577,LINDBERG,恋をしようよ Yeah! Yeah!,74,74,76,48,30,65,70,1,,0.0
578,爆風スランプ,リゾ・ラバ,71,77,75,59,48,75,72,1,,0.0
579,ZARD,きっと忘れない,81,66,81,57,44,82,62,1,,0.0
580,FIELD OF VIEW,Last Good-bye,81,59,82,65,36,83,61,1,,0.0
581,DEEN,Teenage dream,83,64,84,53,35,69,53,1,,0.0
582,T-BOLAN,Bye For Now,82,73,94,54,30,73,73,1,,0.0
583,B'z,LOVE PHANTOM,77,77,80,48,38,76,61,1,,0.0
584,Mr.Children,名もなき詩,74,79,80,68,39,75,59,1,,0.0
585,スピッツ,楓,82,71,94,56,36,78,68,1,,0.0
586,サザンオールスターズ,涙のキッス,73,65,74,61,29,75,73,1,,0.0
587,JUDY AND MARY,クラシック,77,64,91,54,31,68,73,1,,0.0
588,THE YELLOW MONKEY,LOVE LOVE SHOW,78,77,80,57,32,70,62,1,,0.0
589,L'Arc～en～Ciel,HONEY,79,65,84,49,37,72,65,1,,0.0
590,GLAY,SOUL LOVE,77,62,85,56,38,84,63,1,,0.0
591,LUNA SEA,I for You,78,68,89,65,29,85,63,1,,0.0
592,X JAPAN,Forever Love,66,67,74,68,30,75,60,1,,0.0
593,hide with Spread Beaver,ever free,75,69,94,49,41,66,56,1,,0.0
594,TM NETWORK,Self Control,78,62,82,50,47,67,62,1,,0.0
595,TRF,BOY MEETS GIRL,77,75,85,63,45,75,69,1,,0.0
596,globe,Can't Stop Fallin' in Love,78,72,83,64,34,76,73,1,,0.0
597,Every Little Thing,Dear My Friend,82,60,93,56,32,66,59,1,,0.0
598,PUFFY,渚にまつわるエトセトラ,81,71,82,50,30,66,54,1,,0.0
599,ウルフルズ,かわいいひと,76,66,75,55,32,79,66,1,,0.0
600,シャ乱Q,いいわけ,76,64,92,54,45,72,53,1,,0.0
601,KAN,言えずのI LOVE YOU,75,74,82,59,48,80,60,1,,0.0
602,槇原敬之,遠く遠く,78,59,82,58,30,72,61,1,,0.0
603,山崎まさよし,僕はここにいる,83,70,84,54,44,68,71,1,,0.0
604,斉藤和義,彼女,76,63,83,61,38,66,71,1,,0.0
605,奥田民生,イージュー★ライダー,78,76,85,60,30,80,58,1,,0.0
606,UNICORN,雪が降る町,67,62,74,52,40,76,57,1,,0.0
607,THE BLUE HEARTS,青空,80,70,94,59,43,65,70,1,,0.0
608,THE HIGH-LOWS,千年メダル,77,79,77,56,42,73,58,1,,0.0
609,JUN SKY WALKER(S),歩いていこう,74,63,74,50,41,77,58,1,,0.0
610,REBECCA,Maybe Tomorrow,76,59,93,52,35,80,69,1,,0.0
611,PRINCESS PRINCESS,世界でいちばん熱い夏,69,78,74,50,43,83,72,1,,0.0
612,渡辺美里,サマータイム ブルース,79,72,85,68,37,67,62,1,,0.0
613,小泉今日子,優しい雨,82,64,94,67,29,70,65,1,,0.0
614,森高千里,私がオバさんになっても,68,68,77,67,38,70,57,1,,0.0
615,米米CLUB,Shake Hip!,78,78,84,68,41,67,69,1,,0.0
616,CHAGE and ASKA,LOVE SONG,75,78,89,61,43,66,72,1,,0.0
617,DREAMS COME TRUE,決戦は金曜日,82,74,93,50,42,72,62,1,,0.0
618,久保田利伸,LOVE RAIN ～恋の雨～,80,78,88,54,33,72,64,1,,0.0
619,MISIA,陽のあたる場所,79,75,86,51,47,68,66,1,,0.0
620,宇多田ヒカル,traveling,77,77,80,60,31,78,67,1,,0.0
621,高田渡,生活の柄,73,76,59,74,52,68,43,1,,0.0
622,はっぴいえんど,風をあつめて,72,74,43,71,51,76,57,1,,0.0
623,細野晴臣,恋は桃色,78,86,55,73,44,73,40,1,,0.0
624,大貫妙子,4:00A.M.,76,82,56,65,37,82,44,1,,0.0
625,荒井由実,中央フリーウェイ,81,79,47,80,51,79,48,1,,0.0
626,松任谷由実,守ってあげたい,74,85,59,81,43,69,39,1,,0.0
627,大滝詠一,君は天然色,77,75,54,74,42,63,40,1,,0.0
628,山下達郎,SPARKLE,77,75,47,72,48,81,39,1,,0.0
629,竹内まりや,SEPTEMBER,79,72,46,82,43,66,42,1,,0.0
630,RCサクセション,スローバラード,79,80,55,64,53,83,58,1,,0.0
631,井上陽水,少年時代,77,82,48,65,48,71,55,1,,0.0
632,矢野顕子,ひとつだけ,72,80,59,78,39,79,57,1,,0.0
633,小坂忠,ほうろう,75,72,49,72,49,76,41,1,,0.0
634,吉田美奈子,夢で逢えたら,70,72,46,74,55,79,56,1,,0.0
635,南佳孝,モンロー・ウォーク,79,88,42,78,43,78,48,1,,0.0
636,鈴木茂,砂の女,79,80,62,77,42,83,39,1,,0.0
637,ティン・パン・アレー,ソバカスのある少女,74,78,62,80,46,81,45,1,,0.0
638,シュガー・ベイブ,DOWN TOWN,72,79,45,65,36,66,52,1,,0.0
639,EPO,DOWN TOWN,72,76,59,82,41,70,47,1,,0.0
640,杉真理,バカンスはいつも雨,78,80,61,71,50,64,38,1,,0.0
641,佐野元春,SOMEDAY,81,89,55,80,46,81,45,1,,0.0
642,大江千里,格好悪いふられ方,74,79,62,73,36,71,55,1,,0.0
643,小沢健二,天使たちのシーン,76,91,51,77,47,74,45,1,,0.0
644,オフコース,さよなら,81,85,54,71,46,79,48,1,,0.0
645,チューリップ,青春の影,75,87,49,76,51,76,44,1,,0.0
646,かぐや姫,神田川,74,81,52,81,45,72,46,1,,0.0
647,風,22才の別れ,69,82,49,66,50,77,42,1,,0.0
648,吉田拓郎,落陽,75,74,51,68,40,82,46,1,,0.0
649,井上陽水・安全地帯,夏の終りのハーモニー,70,78,57,79,36,69,40,1,,0.0
650,安全地帯,ワインレッドの心,73,89,49,66,52,82,53,1,,0.0
651,中島みゆき,時代,75,77,53,76,55,73,38,1,,0.0
652,松山千春,大空と大地の中で,77,75,56,79,36,76,58,1,,0.0
653,さだまさし,案山子,79,75,43,80,43,70,40,1,,0.0
654,イルカ,なごり雪,76,81,60,67,47,70,49,1,,0.0
655,山崎ハコ,呪い,80,79,55,79,41,70,56,1,,0.0
656,友部正人,一本道,75,87,56,68,44,64,47,1,,0.0
657,三上寛,夢は夜ひらく,75,90,62,75,56,67,43,1,,0.0
658,遠藤賢司,カレーライス,73,75,45,81,55,66,48,1,,0.0
659,加川良,教訓I,75,88,55,69,36,80,58,1,,0.0
660,岡林信康,山谷ブルース,77,91,61,64,53,83,46,1,,0.0
661,森田童子,ぼくたちの失敗,72,78,52,74,50,77,53,1,,0.0
662,浅川マキ,夜が明けたら,73,75,55,76,49,63,51,1,,0.0
663,カルメン・マキ,時には母のない子のように,77,80,56,66,39,82,49,1,,0.0
664,山下久美子,赤道小町ドキッ,73,85,55,70,56,63,50,1,,0.0
665,杏里,オリビアを聴きながら,77,85,43,75,45,65,50,1,,0.0
666,角松敏生,Sea Line,67,74,60,66,55,82,58,1,,0.0
667,稲垣潤一,ドラマティック・レイン,76,82,47,78,48,69,39,1,,0.0
668,杉山清貴&オメガトライブ,SUMMER SUSPICION,74,83,45,78,43,74,42,1,,0.0
669,1986オメガトライブ,君は1000%,72,72,48,82,51,80,57,1,,0.0
670,松原みき,真夜中のドア～Stay With Me,76,73,50,74,53,79,47,1,,0.0
671,亜蘭知子,Midnight Pretenders,69,81,53,72,47,65,56,1,,0.0
672,濱田金吾,街のドルフィン,71,73,44,80,53,74,58,1,,0.0
673,寺尾聰,ルビーの指環,74,76,49,64,55,71,45,1,,0.0
674,来生たかお,夢の途中,75,82,55,82,38,76,57,1,,0.0
675,薬師丸ひろ子,Woman “Wの悲劇”より,74,85,42,83,40,68,46,1,,0.0
676,松田聖子,夏の扉,73,87,50,69,42,82,54,1,,0.0
677,中森明菜,スローモーション,69,77,54,71,51,68,41,1,,0.0
678,山口百恵,さよならの向う側,76,72,49,73,46,68,39,1,,0.0
679,太田裕美,木綿のハンカチーフ,79,92,51,71,54,82,55,1,,0.0
680,キャンディーズ,春一番,81,90,45,66,56,80,56,1,,0.0
681,松本伊代,センチメンタル・ジャーニー,69,72,56,71,50,64,49,1,,0.0
682,斉藤由貴,卒業,70,73,56,73,46,82,44,1,,0.0
683,原田知世,時をかける少女,79,82,57,65,47,76,44,1,,0.0
684,高田渡,コーヒーブルース,73,84,56,69,50,65,58,1,,0.0
685,はっぴいえんど,夏なんです,70,80,57,73,47,72,48,1,,0.0
686,細野晴臣,終りの季節,72,78,60,75,56,71,53,1,,0.0
687,大貫妙子,都会,72,87,44,80,52,70,39,1,,0.0
688,荒井由実,海を見ていた午後,81,82,57,81,49,73,43,1,,0.0
689,松任谷由実,DOWNTOWN BOY,75,81,45,84,50,76,46,1,,0.0
690,大滝詠一,恋するカレン,78,86,44,81,41,72,42,1,,0.0
691,山下達郎,RIDE ON TIME,67,81,58,66,39,69,53,1,,0.0
692,竹内まりや,プラスティック・ラブ,77,81,44,66,39,83,52,1,,0.0
693,RCサクセション,雨あがりの夜空に,79,89,45,83,51,77,39,1,,0.0
694,井上陽水,夢の中へ,71,75,54,70,52,68,46,1,,0.0
695,矢野顕子,春咲小紅,79,90,56,84,41,72,58,1,,0.0
696,小坂忠,しらけちまうぜ,75,91,60,74,39,73,39,1,,0.0
697,吉田美奈子,恋は流星,73,88,42,83,55,66,55,1,,0.0
698,南佳孝,スローなブギにしてくれ,78,82,48,80,38,64,55,1,,0.0
699,鈴木茂,八月の匂い,80,92,62,64,38,77,53,1,,0.0
700,ティン・パン・アレー,香港ブルース,77,78,55,65,36,63,58,1,,0.0
701,シュガー・ベイブ,今日はなんだか,80,92,53,67,55,74,47,1,,0.0
702,EPO,う、ふ、ふ、ふ、,70,92,43,65,40,69,51,1,,0.0
703,杉真理,いとしのテラ,75,91,48,79,54,70,46,1,,0.0
704,佐野元春,アンジェリーナ,70,77,59,81,39,67,38,1,,0.0
705,大江千里,Rain,73,92,60,71,49,69,58,1,,0.0
706,オフコース,秋の気配,73,88,50,74,41,80,43,1,,0.0
707,チューリップ,心の旅,77,78,59,73,37,83,52,1,,0.0
708,かぐや姫,赤ちょうちん,69,79,48,68,40,73,44,1,,0.0
709,風,海岸通,72,87,43,74,43,70,43,1,,0.0
710,吉田拓郎,旅の宿,76,83,45,67,45,75,50,1,,0.0
711,井上陽水,帰れない二人,74,85,50,77,49,71,45,1,,0.0
712,安全地帯,恋の予感,79,74,56,77,43,70,56,1,,0.0
713,中島みゆき,わかれうた,71,82,42,79,52,75,44,1,,0.0
714,松山千春,恋,74,92,51,73,42,64,53,1,,0.0
715,さだまさし,関白宣言,77,79,47,75,36,65,50,1,,0.0
716,イルカ,海岸通,76,88,44,78,47,81,52,1,,0.0
717,山崎ハコ,織江の唄,77,76,52,68,54,64,39,1,,0.0
718,友部正人,夕日は昇る,77,82,52,73,45,73,39,1,,0.0
719,三上寛,ひびけ電気釜!!,79,72,62,82,38,75,53,1,,0.0
720,遠藤賢司,満足できるかな,77,81,60,84,56,82,38,1,,0.0
721,加川良,下宿屋,72,78,55,75,45,78,53,1,,0.0
722,岡林信康,友よ,74,73,55,65,46,64,46,1,,0.0
723,森田童子,さよならぼくのともだち,75,77,60,67,56,77,55,1,,0.0
724,浅川マキ,かもめ,79,79,50,69,48,79,40,1,,0.0
725,カルメン・マキ,山羊にひかれて,80,81,59,81,38,78,52,1,,0.0
726,山下久美子,バスルームから愛をこめて,76,76,48,81,36,78,44,1,,0.0
727,杏里,CAT'S EYE,72,87,55,71,48,76,48,1,,0.0
728,角松敏生,If You Wanna Dance,81,87,44,84,52,75,44,1,,0.0
729,稲垣潤一,夏のクラクション,68,82,62,69,56,64,54,1,,0.0
730,杉山清貴&オメガトライブ,ふたりの夏物語,72,86,43,67,47,83,40,1,,0.0
